0,0,0
29.7, -98.0, 0.0008
29.7, -97.95, 0.001
29.7, -97.9, 0.0011
29.7, -97.85000000000001, 0.0012
29.7, -97.80000000000001, 0.0013
29.7, -97.75000000000001, 0.0014
29.7, -97.70000000000002, 0.0012
29.7, -97.65000000000002, 0.001
29.7, -97.60000000000002, 0.0008
29.7, -97.55000000000003, 0.0006
29.7, -97.50000000000003, 0.0004
29.7, -97.45000000000003, 0.0004
29.7, -97.40000000000003, 0.0004
29.7, -97.35000000000004, 0.0004
29.7, -97.30000000000004, 0.0004
29.7, -97.25000000000004, 0.0004
29.7, -97.20000000000005, 0.0005
29.7, -97.15000000000005, 0.0005
29.7, -97.10000000000005, 0.0006
29.7, -97.05000000000005, 0.0007
29.7, -97.00000000000006, 0.0008
29.7, -96.95000000000006, 0.0007
29.7, -96.90000000000006, 0.0007
29.7, -96.85000000000007, 0.0006
29.7, -96.80000000000007, 0.0006
29.7, -96.75000000000007, 0.0005
29.7, -96.70000000000007, 0.0006
29.7, -96.65000000000008, 0.0007
29.7, -96.60000000000008, 0.0009
29.7, -96.55000000000008, 0.001
29.7, -96.50000000000009, 0.0011
29.7, -96.45000000000009, 0.0014
29.7, -96.40000000000009, 0.0017
29.7, -96.3500000000001, 0.002
29.7, -96.3000000000001, 0.0023
29.7, -96.2500000000001, 0.0026
29.7, -96.2000000000001, 0.0027
29.7, -96.1500000000001, 0.0028
29.7, -96.10000000000011, 0.0029
29.7, -96.05000000000011, 0.003
29.7, -96.00000000000011, 0.0031
29.7, -95.95000000000012, 0.0028
29.7, -95.90000000000012, 0.0024
29.7, -95.85000000000012, 0.0021
29.7, -95.80000000000013, 0.0018
29.7, -95.75000000000013, 0.0015
29.7, -95.70000000000013, 0.0014
29.7, -95.65000000000013, 0.0013
29.7, -95.60000000000014, 0.0012
29.7, -95.55000000000014, 0.0011
29.7, -95.50000000000014, 0.001
29.7, -95.45000000000014, 0.001
29.7, -95.40000000000015, 0.0011
29.7, -95.35000000000015, 0.0012
29.7, -95.30000000000015, 0.0012
29.7, -95.25000000000016, 0.0013
29.7, -95.20000000000016, 0.0021
29.7, -95.15000000000016, 0.003
29.7, -95.10000000000016, 0.0039
29.7, -95.05000000000017, 0.0048
29.7, -95.00000000000017, 0.0056
29.7, -94.95000000000017, 0.0064
29.7, -94.90000000000018, 0.0071
29.7, -94.85000000000018, 0.0079
