29.7, -98, 185.9816741943359
29.7, -97.95, 194.5058898925781
29.7, -97.9, 201.4796447753906
29.7, -97.85000000000001, 194.7626647949219
29.7, -97.80000000000001, 142.0122680664062
29.7, -97.75000000000001, 127.0388717651367
29.7, -97.70000000000002, 135.0631866455078
29.7, -97.65000000000002, 124.4576110839844
29.7, -97.60000000000002, 105.1032638549805
29.7, -97.55000000000003, 144.4130096435547
29.7, -97.50000000000003, 140.3000640869141
29.7, -97.45000000000003, 125.5409622192383
29.7, -97.40000000000003, 124.9490509033203
29.7, -97.35000000000004, 131.7369689941406
29.7, -97.30000000000004, 120.3289794921875
29.7, -97.25000000000004, 106.1994247436523
29.7, -97.20000000000005, 105.4758911132812
29.7, -97.15000000000005, 109.7273406982422
29.7, -97.10000000000005, 129.7530364990234
29.7, -97.05000000000005, 125.1800994873047
29.7, -97.00000000000006, 94.24040222167969
29.7, -96.95000000000006, 87.18390655517578
29.7, -96.90000000000006, 110.9813995361328
29.7, -96.85000000000007, 100.9744110107422
29.7, -96.80000000000007, 117.8237838745117
29.7, -96.75000000000007, 117.6008377075195
29.7, -96.70000000000007, 102.4447784423828
29.7, -96.65000000000008, 93.16698455810547
29.7, -96.60000000000008, 86.72361755371094
29.7, -96.55000000000008, 61.4510612487793
29.7, -96.50000000000009, 56.93037796020508
29.7, -96.45000000000009, 78.57234191894531
29.7, -96.40000000000009, 84.0041275024414
29.7, -96.3500000000001, 65.86457061767578
29.7, -96.3000000000001, 63.86822128295898
29.7, -96.2500000000001, 59.10001754760742
29.7, -96.2000000000001, 54.00392150878906
29.7, -96.1500000000001, 51.35837173461914
29.7, -96.10000000000011, 30.73220062255859
29.7, -96.05000000000011, 33.34756851196289
29.7, -96.00000000000011, 36.70595932006836
29.7, -95.95000000000012, 33.37706756591797
29.7, -95.90000000000012, 42.98173141479492
29.7, -95.85000000000012, 40.70694351196289
29.7, -95.80000000000013, 36.20126724243164
29.7, -95.75000000000013, 29.97797012329102
29.7, -95.70000000000013, 28.25193214416504
29.7, -95.65000000000013, 25.91811943054199
29.7, -95.60000000000014, 24.0521297454834
29.7, -95.55000000000014, 21.34238815307617
29.7, -95.50000000000014, 18.85261726379395
29.7, -95.45000000000014, 15.33366203308105
29.7, -95.40000000000015, 13.7381067276001
29.7, -95.35000000000015, 11.79423141479492
29.7, -95.30000000000015, 9.610610961914062
29.7, -95.25000000000016, 7.849372863769531
29.7, -95.20000000000016, 8.801982879638672
29.7, -95.15000000000016, 8.682918548583984
29.7, -95.10000000000016, 8.759464263916016
29.7, -95.05000000000017, 7.385002613067627
29.7, -95.00000000000017, -11.88731384277344
29.7, -94.95000000000017, 4.601902008056641
29.7, -94.90000000000018, 6.410295963287354
29.7, -94.85000000000018, -0.5615387558937073
29.7, -94.80000000000018, -0.8806649446487427
29.7, -94.75000000000018, -0.8566590547561646
29.7, -94.70000000000019, -0.2736248672008514
29.7, -94.65000000000019, 3.240283489227295
29.7, -94.6000000000002, 3.993152618408203
29.7, -94.5500000000002, 2.699143886566162
29.7, -94.5000000000002, 3.478570699691772
29.7, -94.4500000000002, 2.527795076370239
29.7, -94.4000000000002, 3.123853206634521
29.7, -94.35000000000021, 2.501562595367432
29.7, -94.30000000000021, 1.037131786346436
29.7, -94.25000000000021, 1.633703947067261
29.7, -94.20000000000022, 0.8910568952560425
29.7, -94.15000000000022, 0.6123276948928833
29.7, -94.10000000000022, 0.7437264919281006
29.7, -94.05000000000022, 0.7767923474311829
29.7, -94.00000000000023, 0.482187956571579
29.75, -98, 173.8716430664062
29.75, -97.95, 153.2100372314453
29.75, -97.9, 165.1701812744141
29.75, -97.85000000000001, 158.4597930908203
29.75, -97.80000000000001, 144.8217468261719
29.75, -97.75000000000001, 137.6254425048828
29.75, -97.70000000000002, 147.1915283203125
29.75, -97.65000000000002, 117.9409866333008
29.75, -97.60000000000002, 112.3875045776367
29.75, -97.55000000000003, 129.5774536132812
29.75, -97.50000000000003, 172.6289367675781
29.75, -97.45000000000003, 140.1821136474609
29.75, -97.40000000000003, 129.1851501464844
29.75, -97.35000000000004, 147.5885314941406
29.75, -97.30000000000004, 118.5668182373047
29.75, -97.25000000000004, 103.0074081420898
29.75, -97.20000000000005, 122.124397277832
29.75, -97.15000000000005, 119.9710388183594
29.75, -97.10000000000005, 111.5701522827148
29.75, -97.05000000000005, 130.4415435791016
29.75, -97.00000000000006, 116.9910202026367
29.75, -96.95000000000006, 100.1654586791992
29.75, -96.90000000000006, 116.3731994628906
29.75, -96.85000000000007, 100.3837661743164
29.75, -96.80000000000007, 125.0530853271484
29.75, -96.75000000000007, 110.1123199462891
29.75, -96.70000000000007, 104.0690078735352
29.75, -96.65000000000008, 74.57838439941406
29.75, -96.60000000000008, 77.07673645019531
29.75, -96.55000000000008, 60.48722076416016
29.75, -96.50000000000009, 59.0725212097168
29.75, -96.45000000000009, 94.02111053466797
29.75, -96.40000000000009, 82.57039642333984
29.75, -96.3500000000001, 83.79995727539062
29.75, -96.3000000000001, 65.07637786865234
29.75, -96.2500000000001, 63.65795135498047
29.75, -96.2000000000001, 60.18066024780273
29.75, -96.1500000000001, 49.94085693359375
29.75, -96.10000000000011, 45.92721557617188
29.75, -96.05000000000011, 42.52067184448242
29.75, -96.00000000000011, 36.73506546020508
29.75, -95.95000000000012, 37.16031265258789
29.75, -95.90000000000012, 47.21601486206055
29.75, -95.85000000000012, 43.26405334472656
29.75, -95.80000000000013, 37.51444625854492
29.75, -95.75000000000013, 34.08605194091797
29.75, -95.70000000000013, 26.93815803527832
