Latitude Longitude Flood
3.010000000000000142e+01 -9.465000000000000568e+01 1.043501906488990532e-18
3.010000000000000142e+01 -9.459999999999999432e+01 1.092875675021218306e-18
3.010000000000000142e+01 -9.454999999999999716e+01 1.111839754264034489e-18
3.010000000000000142e+01 -9.450000000000000000e+01 1.111112081755841619e-18
3.010000000000000142e+01 -9.445000000000000284e+01 1.014469639299139550e-18
3.010000000000000142e+01 -9.440000000000000568e+01 8.266848035365094156e-19
3.010000000000000142e+01 -9.434999999999999432e+01 6.981026513263763423e-19
3.010000000000000142e+01 -9.429999999999999716e+01 5.975844537327103503e-19
3.010000000000000142e+01 -9.425000000000000000e+01 4.959974213905579193e-19
3.010000000000000142e+01 -9.420000000000000284e+01 5.428908873066637852e-19
3.010000000000000142e+01 -9.415000000000000568e+01 5.928543359612960946e-19
3.010000000000000142e+01 -9.409999999999999432e+01 6.445466244100646253e-19
3.010000000000000142e+01 -9.404999999999999716e+01 6.722737430789926781e-19
3.010000000000000142e+01 -9.400000000000000000e+01 7.778457489981380034e-19
3.014999999999999858e+01 -9.800000000000000000e+01 1.943448227059775363e-18
3.014999999999999858e+01 -9.795000000000000284e+01 1.604491647567948924e-18
3.014999999999999858e+01 -9.790000000000000568e+01 1.421161877597435005e-18
3.014999999999999858e+01 -9.784999999999999432e+01 1.244377651878974954e-18
3.014999999999999858e+01 -9.779999999999999716e+01 1.084647030789980075e-18
3.014999999999999858e+01 -9.775000000000000000e+01 9.982104581285330023e-19
3.014999999999999858e+01 -9.770000000000000284e+01 9.355081022910270629e-19
3.014999999999999858e+01 -9.765000000000000568e+01 8.936677517385971069e-19
3.014999999999999858e+01 -9.759999999999999432e+01 9.118042921876112563e-19
3.014999999999999858e+01 -9.754999999999999716e+01 9.060460811234062771e-19
3.014999999999999858e+01 -9.750000000000000000e+01 9.044454914319986599e-19
3.014999999999999858e+01 -9.745000000000000284e+01 6.581658476369620391e-19
3.014999999999999858e+01 -9.740000000000000568e+01 6.940092897920027124e-19
3.014999999999999858e+01 -9.734999999999999432e+01 5.605696433083832101e-19
3.014999999999999858e+01 -9.729999999999999716e+01 6.405589593873660547e-19
3.014999999999999858e+01 -9.725000000000000000e+01 9.917992787090703634e-19
3.014999999999999858e+01 -9.720000000000000284e+01 8.003719616758570474e-19
3.014999999999999858e+01 -9.715000000000000568e+01 9.203171055904173006e-19
3.014999999999999858e+01 -9.709999999999999432e+01 7.809891565869405500e-19
3.014999999999999858e+01 -9.704999999999999716e+01 8.422416871176775802e-19
3.014999999999999858e+01 -9.700000000000000000e+01 7.591333446226461911e-19
3.014999999999999858e+01 -9.695000000000000284e+01 7.582912428247508519e-19
3.014999999999999858e+01 -9.690000000000000568e+01 8.404621178309240343e-19
3.014999999999999858e+01 -9.684999999999999432e+01 7.966421710788811869e-19
3.014999999999999858e+01 -9.679999999999999716e+01 7.341317063019859756e-19
3.014999999999999858e+01 -9.675000000000000000e+01 8.229132945585280583e-19
3.014999999999999858e+01 -9.670000000000000284e+01 7.642423402675998502e-19
3.014999999999999858e+01 -9.665000000000000568e+01 8.253407461744670851e-19
3.014999999999999858e+01 -9.659999999999999432e+01 7.768009824412146261e-19
3.014999999999999858e+01 -9.654999999999999716e+01 7.179473869533832231e-19
3.014999999999999858e+01 -9.650000000000000000e+01 5.481125852749058567e-19
3.014999999999999858e+01 -9.645000000000000284e+01 7.537078772237094236e-19
3.014999999999999858e+01 -9.640000000000000568e+01 7.672890389462654300e-19
3.014999999999999858e+01 -9.634999999999999432e+01 5.502762791353709504e-19
3.014999999999999858e+01 -9.629999999999999716e+01 6.293729570931882096e-19
3.014999999999999858e+01 -9.625000000000000000e+01 5.471778845581454137e-19
3.014999999999999858e+01 -9.620000000000000284e+01 3.652246647430425113e-19
3.014999999999999858e+01 -9.615000000000000568e+01 3.646567576019911458e-19
3.014999999999999858e+01 -9.609999999999999432e+01 5.438896488513901315e-19
3.014999999999999858e+01 -9.604999999999999716e+01 5.641286907542292895e-19
3.014999999999999858e+01 -9.600000000000000000e+01 6.054994994384605809e-19
3.014999999999999858e+01 -9.595000000000000284e+01 6.147836162885332348e-19
3.014999999999999858e+01 -9.590000000000000568e+01 6.326931746778432578e-19
3.014999999999999858e+01 -9.584999999999999432e+01 5.364651449253454104e-19
3.014999999999999858e+01 -9.579999999999999716e+01 5.057896536448563202e-19
3.014999999999999858e+01 -9.575000000000000000e+01 4.633763258933227077e-19
3.014999999999999858e+01 -9.570000000000000284e+01 4.883749029968485690e-19
3.014999999999999858e+01 -9.565000000000000568e+01 4.281313779285299794e-19
3.014999999999999858e+01 -9.559999999999999432e+01 3.773582725087446974e-19
3.014999999999999858e+01 -9.554999999999999716e+01 3.731841899486554809e-19
3.014999999999999858e+01 -9.550000000000000000e+01 3.568545483217667325e-19
3.014999999999999858e+01 -9.545000000000000284e+01 3.522004436651132384e-19
3.014999999999999858e+01 -9.540000000000000568e+01 3.638314434758572873e-19
3.014999999999999858e+01 -9.534999999999999432e+01 3.404384519771729720e-19
3.014999999999999858e+01 -9.529999999999999716e+01 4.206443783083794098e-19
3.014999999999999858e+01 -9.525000000000000000e+01 4.451178208935696972e-19
3.014999999999999858e+01 -9.520000000000000284e+01 6.922405644549443672e-19
3.014999999999999858e+01 -9.515000000000000568e+01 1.006170781152596046e-18
3.014999999999999858e+01 -9.509999999999999432e+01 1.290352778002746407e-18
3.014999999999999858e+01 -9.504999999999999716e+01 1.555586719655184100e-18
3.014999999999999858e+01 -9.500000000000000000e+01 1.843249340931717453e-18
3.014999999999999858e+01 -9.495000000000000284e+01 1.644300174829599436e-18
3.014999999999999858e+01 -9.490000000000000568e+01 1.457816176476041662e-18
3.014999999999999858e+01 -9.484999999999999432e+01 1.175224737725473542e-18
3.014999999999999858e+01 -9.479999999999999716e+01 9.887494350776333221e-19
3.014999999999999858e+01 -9.475000000000000000e+01 8.171184628172108010e-19
3.014999999999999858e+01 -9.470000000000000284e+01 8.909147746137884946e-19
3.014999999999999858e+01 -9.465000000000000568e+01 9.139339541546194990e-19
3.014999999999999858e+01 -9.459999999999999432e+01 9.511894620969777371e-19
3.014999999999999858e+01 -9.454999999999999716e+01 9.987639688818958192e-19
3.014999999999999858e+01 -9.450000000000000000e+01 9.920194781147770375e-19
3.014999999999999858e+01 -9.445000000000000284e+01 9.617103323326648947e-19
3.014999999999999858e+01 -9.440000000000000568e+01 8.102421873028469268e-19
3.014999999999999858e+01 -9.434999999999999432e+01 7.088583646835515663e-19
3.014999999999999858e+01 -9.429999999999999716e+01 5.958427284859616643e-19
3.014999999999999858e+01 -9.425000000000000000e+01 5.174541520652499879e-19
3.014999999999999858e+01 -9.420000000000000284e+01 5.427318478312683972e-19
3.014999999999999858e+01 -9.415000000000000568e+01 5.668235319857573934e-19
3.014999999999999858e+01 -9.409999999999999432e+01 5.562074992628029093e-19
3.014999999999999858e+01 -9.404999999999999716e+01 5.995403427721918515e-19
3.014999999999999858e+01 -9.400000000000000000e+01 6.555291029851717936e-19
3.019999999999999929e+01 -9.800000000000000000e+01 2.057786088655420854e-18
3.019999999999999929e+01 -9.795000000000000284e+01 1.759884617549419607e-18
3.019999999999999929e+01 -9.790000000000000568e+01 1.568791975315735830e-18
3.019999999999999929e+01 -9.784999999999999432e+01 1.397859764926255104e-18
3.019999999999999929e+01 -9.779999999999999716e+01 1.220259488573159989e-18
3.019999999999999929e+01 -9.775000000000000000e+01 1.055438946828907618e-18
3.019999999999999929e+01 -9.770000000000000284e+01 9.594007171157762778e-19
3.019999999999999929e+01 -9.765000000000000568e+01 8.185647134676796778e-19
3.019999999999999929e+01 -9.759999999999999432e+01 7.722182147809739817e-19
3.019999999999999929e+01 -9.754999999999999716e+01 8.068274728039963843e-19
3.019999999999999929e+01 -9.750000000000000000e+01 6.664709091762880758e-19
3.019999999999999929e+01 -9.745000000000000284e+01 6.846182198250361981e-19
3.019999999999999929e+01 -9.740000000000000568e+01 6.632714282213359371e-19
3.019999999999999929e+01 -9.734999999999999432e+01 6.439329594181586877e-19
3.019999999999999929e+01 -9.729999999999999716e+01 8.091313160558937782e-19
3.019999999999999929e+01 -9.725000000000000000e+01 8.963860303732190778e-19
3.019999999999999929e+01 -9.720000000000000284e+01 8.545239477016926338e-19
3.019999999999999929e+01 -9.715000000000000568e+01 9.789126640095365790e-19
3.019999999999999929e+01 -9.709999999999999432e+01 8.826678329574858942e-19
3.019999999999999929e+01 -9.704999999999999716e+01 8.697540987504573603e-19
3.019999999999999929e+01 -9.700000000000000000e+01 8.613134031605534206e-19
3.019999999999999929e+01 -9.695000000000000284e+01 7.877278246044917094e-19
3.019999999999999929e+01 -9.690000000000000568e+01 6.869630756365410930e-19
3.019999999999999929e+01 -9.684999999999999432e+01 7.147205490006880696e-19
3.019999999999999929e+01 -9.679999999999999716e+01 6.854378909710652908e-19
3.019999999999999929e+01 -9.675000000000000000e+01 5.972419699600595320e-19
3.019999999999999929e+01 -9.670000000000000284e+01 6.631043693502845485e-19
3.019999999999999929e+01 -9.665000000000000568e+01 7.985138006387152831e-19
3.019999999999999929e+01 -9.659999999999999432e+01 8.234002678099074102e-19
3.019999999999999929e+01 -9.654999999999999716e+01 8.035634620884820679e-19
3.019999999999999929e+01 -9.650000000000000000e+01 6.987870440062555419e-19
3.019999999999999929e+01 -9.645000000000000284e+01 6.008557539765185440e-19
3.019999999999999929e+01 -9.640000000000000568e+01 5.050885184645888568e-19
3.019999999999999929e+01 -9.634999999999999432e+01 5.773644348364989128e-19
3.019999999999999929e+01 -9.629999999999999716e+01 5.773036259725104244e-19
3.019999999999999929e+01 -9.625000000000000000e+01 5.122661207560606747e-19
3.019999999999999929e+01 -9.620000000000000284e+01 4.094991097866108009e-19
3.019999999999999929e+01 -9.615000000000000568e+01 4.032052884493717581e-19
3.019999999999999929e+01 -9.609999999999999432e+01 4.691813181079572373e-19
3.019999999999999929e+01 -9.604999999999999716e+01 5.695410824306431043e-19
3.019999999999999929e+01 -9.600000000000000000e+01 6.488112384790432227e-19
3.019999999999999929e+01 -9.595000000000000284e+01 6.238603510865918498e-19
3.019999999999999929e+01 -9.590000000000000568e+01 6.072249986479367613e-19
3.019999999999999929e+01 -9.584999999999999432e+01 5.843574190261875446e-19
3.019999999999999929e+01 -9.579999999999999716e+01 6.213137471524481049e-19
3.019999999999999929e+01 -9.575000000000000000e+01 5.478719430762751755e-19
3.019999999999999929e+01 -9.570000000000000284e+01 4.768091977951359205e-19
3.019999999999999929e+01 -9.565000000000000568e+01 4.843300284539098900e-19
3.019999999999999929e+01 -9.559999999999999432e+01 4.761623518741459097e-19
3.019999999999999929e+01 -9.554999999999999716e+01 4.195206672126820751e-19
3.019999999999999929e+01 -9.550000000000000000e+01 3.647989044433842860e-19
3.019999999999999929e+01 -9.545000000000000284e+01 3.580024454519818792e-19
3.019999999999999929e+01 -9.540000000000000568e+01 3.599228947023695562e-19
3.019999999999999929e+01 -9.534999999999999432e+01 4.576951065067761215e-19
3.019999999999999929e+01 -9.529999999999999716e+01 4.758929969091858263e-19
3.019999999999999929e+01 -9.525000000000000000e+01 4.628915124225102289e-19
3.019999999999999929e+01 -9.520000000000000284e+01 7.312288045938612304e-19
3.019999999999999929e+01 -9.515000000000000568e+01 1.009833320884136405e-18
3.019999999999999929e+01 -9.509999999999999432e+01 1.266218809833828495e-18
3.019999999999999929e+01 -9.504999999999999716e+01 1.588028903033428269e-18
3.019999999999999929e+01 -9.500000000000000000e+01 1.853746280724593592e-18
3.019999999999999929e+01 -9.495000000000000284e+01 1.623434515875277863e-18
3.019999999999999929e+01 -9.490000000000000568e+01 1.394473050262777037e-18
3.019999999999999929e+01 -9.484999999999999432e+01 1.094796883321202314e-18
3.019999999999999929e+01 -9.479999999999999716e+01 8.477542314045546652e-19
3.019999999999999929e+01 -9.475000000000000000e+01 6.342947899034600270e-19
3.019999999999999929e+01 -9.470000000000000284e+01 7.314621533919765400e-19
3.019999999999999929e+01 -9.465000000000000568e+01 7.965602370028512876e-19
3.019999999999999929e+01 -9.459999999999999432e+01 8.333354511855245848e-19
3.019999999999999929e+01 -9.454999999999999716e+01 8.783375585681391344e-19
3.019999999999999929e+01 -9.450000000000000000e+01 8.959247612744690424e-19
3.019999999999999929e+01 -9.445000000000000284e+01 8.505264990545454729e-19
3.019999999999999929e+01 -9.440000000000000568e+01 7.933383140050752759e-19
3.019999999999999929e+01 -9.434999999999999432e+01 7.218960690303816095e-19
3.019999999999999929e+01 -9.429999999999999716e+01 6.505687897543413796e-19
3.019999999999999929e+01 -9.425000000000000000e+01 5.550352025184390640e-19
3.019999999999999929e+01 -9.420000000000000284e+01 5.278700926466577598e-19
3.019999999999999929e+01 -9.415000000000000568e+01 5.318521768436664685e-19
3.019999999999999929e+01 -9.409999999999999432e+01 5.036670845748504828e-19
3.019999999999999929e+01 -9.404999999999999716e+01 5.237983431282740372e-19
3.019999999999999929e+01 -9.400000000000000000e+01 5.443429155142085232e-19
3.025000000000000000e+01 -9.800000000000000000e+01 1.778698250856359460e-18
3.025000000000000000e+01 -9.795000000000000284e+01 1.644148138144067407e-18
3.025000000000000000e+01 -9.790000000000000568e+01 1.634771271642269256e-18
3.025000000000000000e+01 -9.784999999999999432e+01 1.436879969753240926e-18
3.025000000000000000e+01 -9.779999999999999716e+01 1.163833737294649605e-18
3.025000000000000000e+01 -9.775000000000000000e+01 9.044906997652812909e-19
3.025000000000000000e+01 -9.770000000000000284e+01 7.683171603851487174e-19
3.025000000000000000e+01 -9.765000000000000568e+01 7.248123295151076935e-19
3.025000000000000000e+01 -9.759999999999999432e+01 7.630749960993891250e-19
3.025000000000000000e+01 -9.754999999999999716e+01 7.176580390771700274e-19
3.025000000000000000e+01 -9.750000000000000000e+01 8.904224050077564916e-19
3.025000000000000000e+01 -9.745000000000000284e+01 7.899732741578860758e-19
3.025000000000000000e+01 -9.740000000000000568e+01 7.974050875558602794e-19
3.025000000000000000e+01 -9.734999999999999432e+01 7.460990883908520921e-19
3.025000000000000000e+01 -9.729999999999999716e+01 8.919394173078828916e-19
3.025000000000000000e+01 -9.725000000000000000e+01 8.636704535963075861e-19
3.025000000000000000e+01 -9.720000000000000284e+01 9.668304303383821229e-19
3.025000000000000000e+01 -9.715000000000000568e+01 8.405172151622737921e-19
3.025000000000000000e+01 -9.709999999999999432e+01 9.390065552710340336e-19
3.025000000000000000e+01 -9.704999999999999716e+01 7.740838725360063106e-19
3.025000000000000000e+01 -9.700000000000000000e+01 7.541832127014783986e-19
3.025000000000000000e+01 -9.695000000000000284e+01 6.768859597332057410e-19
3.025000000000000000e+01 -9.690000000000000568e+01 6.856170851713493343e-19
3.025000000000000000e+01 -9.684999999999999432e+01 7.183112128832420501e-19
3.025000000000000000e+01 -9.679999999999999716e+01 5.989260867984617611e-19
3.025000000000000000e+01 -9.675000000000000000e+01 4.931191228543478376e-19
3.025000000000000000e+01 -9.670000000000000284e+01 4.822300699097267476e-19
3.025000000000000000e+01 -9.665000000000000568e+01 5.062872143236769861e-19
3.025000000000000000e+01 -9.659999999999999432e+01 5.739702366504268658e-19
3.025000000000000000e+01 -9.654999999999999716e+01 5.925726619431435190e-19
3.025000000000000000e+01 -9.650000000000000000e+01 7.629207710903391867e-19
3.025000000000000000e+01 -9.645000000000000284e+01 7.728964399586064904e-19
3.025000000000000000e+01 -9.640000000000000568e+01 6.373422617575647000e-19
3.025000000000000000e+01 -9.634999999999999432e+01 6.357683898261474363e-19
3.025000000000000000e+01 -9.629999999999999716e+01 5.822045318785578825e-19
3.025000000000000000e+01 -9.625000000000000000e+01 5.860285148600214643e-19
3.025000000000000000e+01 -9.620000000000000284e+01 4.603244613484875329e-19
3.025000000000000000e+01 -9.615000000000000568e+01 5.752792414953666094e-19
3.025000000000000000e+01 -9.609999999999999432e+01 4.174528915235455534e-19
3.025000000000000000e+01 -9.604999999999999716e+01 5.451986946830986016e-19
3.025000000000000000e+01 -9.600000000000000000e+01 5.009528483928891294e-19
3.025000000000000000e+01 -9.595000000000000284e+01 6.687294483901792764e-19
3.025000000000000000e+01 -9.590000000000000568e+01 6.395038280836841136e-19
3.025000000000000000e+01 -9.584999999999999432e+01 5.968120117532867662e-19
3.025000000000000000e+01 -9.579999999999999716e+01 5.881595374639415560e-19
3.025000000000000000e+01 -9.575000000000000000e+01 5.332323033352032261e-19
3.025000000000000000e+01 -9.570000000000000284e+01 5.279556689798559706e-19
3.025000000000000000e+01 -9.565000000000000568e+01 4.076842440499503125e-19
3.025000000000000000e+01 -9.559999999999999432e+01 3.888967532407209626e-19
3.025000000000000000e+01 -9.554999999999999716e+01 4.481388402504854369e-19
3.025000000000000000e+01 -9.550000000000000000e+01 4.000984612346336860e-19
3.025000000000000000e+01 -9.545000000000000284e+01 3.563043785032844946e-19
3.025000000000000000e+01 -9.540000000000000568e+01 4.519831949020039832e-19
3.025000000000000000e+01 -9.534999999999999432e+01 5.072564310874323946e-19
3.025000000000000000e+01 -9.529999999999999716e+01 4.880562741127094510e-19
3.025000000000000000e+01 -9.525000000000000000e+01 5.551423774065865474e-19
3.025000000000000000e+01 -9.520000000000000284e+01 7.996303694803336658e-19
3.025000000000000000e+01 -9.515000000000000568e+01 1.079176431458132479e-18
3.025000000000000000e+01 -9.509999999999999432e+01 1.292743562343801381e-18
3.025000000000000000e+01 -9.504999999999999716e+01 1.594667075903552468e-18
3.025000000000000000e+01 -9.500000000000000000e+01 1.888094303460096002e-18
3.025000000000000000e+01 -9.495000000000000284e+01 1.662284789993479639e-18
3.025000000000000000e+01 -9.490000000000000568e+01 1.340173581266459465e-18
3.025000000000000000e+01 -9.484999999999999432e+01 1.004187066885965789e-18
3.025000000000000000e+01 -9.479999999999999716e+01 7.183961978805466953e-19
3.025000000000000000e+01 -9.475000000000000000e+01 4.910711142873573737e-19
3.025000000000000000e+01 -9.470000000000000284e+01 5.936370357985855962e-19
3.025000000000000000e+01 -9.465000000000000568e+01 6.547200957514308601e-19
3.025000000000000000e+01 -9.459999999999999432e+01 7.110295528182847111e-19
3.025000000000000000e+01 -9.454999999999999716e+01 7.690980535171205945e-19
3.025000000000000000e+01 -9.450000000000000000e+01 8.153086728340818983e-19
3.025000000000000000e+01 -9.445000000000000284e+01 8.265959681786117242e-19
3.025000000000000000e+01 -9.440000000000000568e+01 7.542373749403586226e-19
3.025000000000000000e+01 -9.434999999999999432e+01 7.107093509102103236e-19
3.025000000000000000e+01 -9.429999999999999716e+01 6.751826647850419681e-19
3.025000000000000000e+01 -9.425000000000000000e+01 6.639757976354607918e-19
3.025000000000000000e+01 -9.420000000000000284e+01 5.970626782317953292e-19
3.025000000000000000e+01 -9.415000000000000568e+01 5.412936424456766306e-19
3.025000000000000000e+01 -9.409999999999999432e+01 5.002704787620477046e-19
3.025000000000000000e+01 -9.404999999999999716e+01 4.634979183535244447e-19
3.025000000000000000e+01 -9.400000000000000000e+01 5.037529413106165104e-19
3.030000000000000071e+01 -9.800000000000000000e+01 1.959017381106356492e-18
3.030000000000000071e+01 -9.795000000000000284e+01 1.667119018435276585e-18
3.030000000000000071e+01 -9.790000000000000568e+01 1.306272512989848657e-18
3.030000000000000071e+01 -9.784999999999999432e+01 1.218869499697655946e-18
3.030000000000000071e+01 -9.779999999999999716e+01 1.307305547043422700e-18
3.030000000000000071e+01 -9.775000000000000000e+01 9.852284320708114286e-19
3.030000000000000071e+01 -9.770000000000000284e+01 1.056471624802202283e-18
3.030000000000000071e+01 -9.765000000000000568e+01 8.706031493629396762e-19
3.030000000000000071e+01 -9.759999999999999432e+01 9.485682361713060782e-19
3.030000000000000071e+01 -9.754999999999999716e+01 8.481306470801407706e-19
3.030000000000000071e+01 -9.750000000000000000e+01 9.991767709117275315e-19
3.030000000000000071e+01 -9.745000000000000284e+01 7.240108247981299276e-19
3.030000000000000071e+01 -9.740000000000000568e+01 8.963151909324285541e-19
3.030000000000000071e+01 -9.734999999999999432e+01 1.016235105486985311e-18
3.030000000000000071e+01 -9.729999999999999716e+01 7.621567953198554366e-19
3.030000000000000071e+01 -9.725000000000000000e+01 9.363668410278230558e-19
3.030000000000000071e+01 -9.720000000000000284e+01 8.917764993891580553e-19
3.030000000000000071e+01 -9.715000000000000568e+01 8.294886246016014222e-19
3.030000000000000071e+01 -9.709999999999999432e+01 7.874714311422955475e-19
3.030000000000000071e+01 -9.704999999999999716e+01 7.603781894150955026e-19
3.030000000000000071e+01 -9.700000000000000000e+01 7.016423126668302496e-19
3.030000000000000071e+01 -9.695000000000000284e+01 6.741776843164086763e-19
3.030000000000000071e+01 -9.690000000000000568e+01 5.805376362920664566e-19
3.030000000000000071e+01 -9.684999999999999432e+01 6.612369036280865771e-19
3.030000000000000071e+01 -9.679999999999999716e+01 5.010664580127736053e-19
3.030000000000000071e+01 -9.675000000000000000e+01 5.872524993741292244e-19
3.030000000000000071e+01 -9.670000000000000284e+01 4.372564757448945451e-19
3.030000000000000071e+01 -9.665000000000000568e+01 4.455033171004929120e-19
3.030000000000000071e+01 -9.659999999999999432e+01 4.741849538948517850e-19
3.030000000000000071e+01 -9.654999999999999716e+01 4.537501584560912790e-19
3.030000000000000071e+01 -9.650000000000000000e+01 5.438368935559304271e-19
3.030000000000000071e+01 -9.645000000000000284e+01 8.000371864911485207e-19
3.030000000000000071e+01 -9.640000000000000568e+01 5.591190784820764902e-19
3.030000000000000071e+01 -9.634999999999999432e+01 6.654988438736854155e-19
3.030000000000000071e+01 -9.629999999999999716e+01 6.485305835125048287e-19
3.030000000000000071e+01 -9.625000000000000000e+01 6.033918114699897978e-19
3.030000000000000071e+01 -9.620000000000000284e+01 6.143245889249684416e-19
3.030000000000000071e+01 -9.615000000000000568e+01 4.787710590124086487e-19
3.030000000000000071e+01 -9.609999999999999432e+01 3.887035792309367294e-19
3.030000000000000071e+01 -9.604999999999999716e+01 6.000779720147036557e-19
3.030000000000000071e+01 -9.600000000000000000e+01 5.457856219924977506e-19
3.030000000000000071e+01 -9.595000000000000284e+01 5.992735955633867812e-19
3.030000000000000071e+01 -9.590000000000000568e+01 7.920909152032896718e-19
3.030000000000000071e+01 -9.584999999999999432e+01 6.928544372400925626e-19
3.030000000000000071e+01 -9.579999999999999716e+01 7.719592099599957785e-19
3.030000000000000071e+01 -9.575000000000000000e+01 5.851344477372792831e-19
3.030000000000000071e+01 -9.570000000000000284e+01 5.335729910296972898e-19
3.030000000000000071e+01 -9.565000000000000568e+01 6.428883928633966455e-19
3.030000000000000071e+01 -9.559999999999999432e+01 4.392983624979821211e-19
3.030000000000000071e+01 -9.554999999999999716e+01 5.191857955181241666e-19
3.030000000000000071e+01 -9.550000000000000000e+01 3.750430404678364636e-19
3.030000000000000071e+01 -9.545000000000000284e+01 5.165952114819160265e-19
3.030000000000000071e+01 -9.540000000000000568e+01 5.756491216171413567e-19
3.030000000000000071e+01 -9.534999999999999432e+01 5.679385229584338197e-19
3.030000000000000071e+01 -9.529999999999999716e+01 6.658112344873290287e-19
3.030000000000000071e+01 -9.525000000000000000e+01 6.771589313562577309e-19
3.030000000000000071e+01 -9.520000000000000284e+01 8.696307263635879466e-19
3.030000000000000071e+01 -9.515000000000000568e+01 1.073902445078062465e-18
3.030000000000000071e+01 -9.509999999999999432e+01 1.228109539538049288e-18
3.030000000000000071e+01 -9.504999999999999716e+01 1.439736479586904458e-18
3.030000000000000071e+01 -9.500000000000000000e+01 1.654610209099363044e-18
3.030000000000000071e+01 -9.495000000000000284e+01 1.439917794507638334e-18
3.030000000000000071e+01 -9.490000000000000568e+01 1.252960915710148883e-18
3.030000000000000071e+01 -9.484999999999999432e+01 9.579120238891002530e-19
3.030000000000000071e+01 -9.479999999999999716e+01 7.609703279666256794e-19
3.030000000000000071e+01 -9.475000000000000000e+01 6.148716226768576775e-19
3.030000000000000071e+01 -9.470000000000000284e+01 6.741715738934637038e-19
3.030000000000000071e+01 -9.465000000000000568e+01 7.845373111829288576e-19
3.030000000000000071e+01 -9.459999999999999432e+01 8.219424923837757864e-19
3.030000000000000071e+01 -9.454999999999999716e+01 9.567301268859426402e-19
3.030000000000000071e+01 -9.450000000000000000e+01 9.782142259493351575e-19
3.030000000000000071e+01 -9.445000000000000284e+01 9.484098791761848439e-19
3.030000000000000071e+01 -9.440000000000000568e+01 9.084197638365246589e-19
3.030000000000000071e+01 -9.434999999999999432e+01 8.416982684074118112e-19
3.030000000000000071e+01 -9.429999999999999716e+01 8.117408048377982572e-19
3.030000000000000071e+01 -9.425000000000000000e+01 7.793215154941694441e-19
3.030000000000000071e+01 -9.420000000000000284e+01 6.918779484480566572e-19
3.030000000000000071e+01 -9.415000000000000568e+01 6.720989131554012801e-19
3.030000000000000071e+01 -9.409999999999999432e+01 5.922968785622900656e-19
3.030000000000000071e+01 -9.404999999999999716e+01 6.134790246794054679e-19
3.030000000000000071e+01 -9.400000000000000000e+01 5.809248888121890043e-19
3.035000000000000142e+01 -9.800000000000000000e+01 1.560920762024258177e-18
3.035000000000000142e+01 -9.795000000000000284e+01 1.478265552691252488e-18
3.035000000000000142e+01 -9.790000000000000568e+01 1.044641712193451546e-18
3.035000000000000142e+01 -9.784999999999999432e+01 8.874764321528701941e-19
3.035000000000000142e+01 -9.779999999999999716e+01 8.814141447292899298e-19
3.035000000000000142e+01 -9.775000000000000000e+01 1.268628070687888365e-18
3.035000000000000142e+01 -9.770000000000000284e+01 1.168153126061611332e-18
3.035000000000000142e+01 -9.765000000000000568e+01 9.750438243014029580e-19
3.035000000000000142e+01 -9.759999999999999432e+01 9.735313775864167900e-19
3.035000000000000142e+01 -9.754999999999999716e+01 8.585215274671657588e-19
3.035000000000000142e+01 -9.750000000000000000e+01 8.334042614281847703e-19
3.035000000000000142e+01 -9.745000000000000284e+01 8.556220412142790648e-19
3.035000000000000142e+01 -9.740000000000000568e+01 8.938370432096290697e-19
3.035000000000000142e+01 -9.734999999999999432e+01 9.305335993262138175e-19
3.035000000000000142e+01 -9.729999999999999716e+01 9.476282576054501132e-19
3.035000000000000142e+01 -9.725000000000000000e+01 9.025312285913511541e-19
3.035000000000000142e+01 -9.720000000000000284e+01 9.071428689049043834e-19
3.035000000000000142e+01 -9.715000000000000568e+01 1.028216522206700146e-18
3.035000000000000142e+01 -9.709999999999999432e+01 8.745103125652413773e-19
3.035000000000000142e+01 -9.704999999999999716e+01 7.798685868586575589e-19
3.035000000000000142e+01 -9.700000000000000000e+01 7.067942201730082443e-19
3.035000000000000142e+01 -9.695000000000000284e+01 6.718587792829854534e-19
3.035000000000000142e+01 -9.690000000000000568e+01 6.302118766402945092e-19
3.035000000000000142e+01 -9.684999999999999432e+01 6.567351567182998483e-19
3.035000000000000142e+01 -9.679999999999999716e+01 6.996593333426753502e-19
3.035000000000000142e+01 -9.675000000000000000e+01 4.967531414357932105e-19
3.035000000000000142e+01 -9.670000000000000284e+01 6.526685728381790676e-19
3.035000000000000142e+01 -9.665000000000000568e+01 5.061969392358475956e-19
3.035000000000000142e+01 -9.659999999999999432e+01 4.983311726277843378e-19
3.035000000000000142e+01 -9.654999999999999716e+01 4.589476531577474985e-19
3.035000000000000142e+01 -9.650000000000000000e+01 4.502383876862515034e-19
3.035000000000000142e+01 -9.645000000000000284e+01 4.553173829352471672e-19
3.035000000000000142e+01 -9.640000000000000568e+01 4.640174944545464823e-19
3.035000000000000142e+01 -9.634999999999999432e+01 5.734478346279221454e-19
3.035000000000000142e+01 -9.629999999999999716e+01 4.848108928988130940e-19
3.035000000000000142e+01 -9.625000000000000000e+01 5.877244154210443344e-19
3.035000000000000142e+01 -9.620000000000000284e+01 5.099283689656706103e-19
3.035000000000000142e+01 -9.615000000000000568e+01 3.885647720836938758e-19
3.035000000000000142e+01 -9.609999999999999432e+01 4.357581184821059626e-19
3.035000000000000142e+01 -9.604999999999999716e+01 4.964057196350443155e-19
