Latitude Longitude Flood
2.969999999999999929e+01 -9.409999999999999432e+01 2.926449871464064075e-19
2.969999999999999929e+01 -9.404999999999999716e+01 2.763293895221129916e-19
2.969999999999999929e+01 -9.400000000000000000e+01 2.500021940158490009e-19
2.975000000000000000e+01 -9.800000000000000000e+01 9.859136972940860531e-19
2.975000000000000000e+01 -9.795000000000000284e+01 8.911287267026695368e-19
2.975000000000000000e+01 -9.790000000000000568e+01 9.720369923382413742e-19
2.975000000000000000e+01 -9.784999999999999432e+01 9.441432274809103599e-19
2.975000000000000000e+01 -9.779999999999999716e+01 8.871855321079851991e-19
2.975000000000000000e+01 -9.775000000000000000e+01 8.649215761329465274e-19
2.975000000000000000e+01 -9.770000000000000284e+01 8.917017884223275755e-19
2.975000000000000000e+01 -9.765000000000000568e+01 7.176714208424744878e-19
2.975000000000000000e+01 -9.759999999999999432e+01 6.712679620359049101e-19
2.975000000000000000e+01 -9.754999999999999716e+01 7.473553881846188329e-19
2.975000000000000000e+01 -9.750000000000000000e+01 9.544802431380780261e-19
2.975000000000000000e+01 -9.745000000000000284e+01 7.797291221654142993e-19
2.975000000000000000e+01 -9.740000000000000568e+01 7.205020079429550636e-19
2.975000000000000000e+01 -9.734999999999999432e+01 8.196183839371394707e-19
2.975000000000000000e+01 -9.729999999999999716e+01 6.633141163234979244e-19
2.975000000000000000e+01 -9.725000000000000000e+01 5.795147148922257402e-19
2.975000000000000000e+01 -9.720000000000000284e+01 6.907212595360614081e-19
2.975000000000000000e+01 -9.715000000000000568e+01 6.873706078719042893e-19
2.975000000000000000e+01 -9.709999999999999432e+01 6.503722079959244453e-19
2.975000000000000000e+01 -9.704999999999999716e+01 7.520091778511553691e-19
2.975000000000000000e+01 -9.700000000000000000e+01 6.878145962358577362e-19
2.975000000000000000e+01 -9.695000000000000284e+01 5.971959946448677381e-19
2.975000000000000000e+01 -9.690000000000000568e+01 6.762403145810624213e-19
2.975000000000000000e+01 -9.684999999999999432e+01 5.901249072096836370e-19
2.975000000000000000e+01 -9.679999999999999716e+01 7.229881819786996557e-19
2.975000000000000000e+01 -9.675000000000000000e+01 6.425206585842152748e-19
2.975000000000000000e+01 -9.670000000000000284e+01 6.182196121175816776e-19
2.975000000000000000e+01 -9.665000000000000568e+01 4.676367433592732670e-19
2.975000000000000000e+01 -9.659999999999999432e+01 4.893391338095283094e-19
2.975000000000000000e+01 -9.654999999999999716e+01 4.082386621232279194e-19
2.975000000000000000e+01 -9.650000000000000000e+01 4.088662573029125291e-19
2.975000000000000000e+01 -9.645000000000000284e+01 6.135849979293148093e-19
2.975000000000000000e+01 -9.640000000000000568e+01 5.684077700714137058e-19
2.975000000000000000e+01 -9.634999999999999432e+01 5.997704258767937735e-19
2.975000000000000000e+01 -9.629999999999999716e+01 5.154232195482385922e-19
2.975000000000000000e+01 -9.625000000000000000e+01 5.325244248945570833e-19
2.975000000000000000e+01 -9.620000000000000284e+01 5.220433767221716657e-19
2.975000000000000000e+01 -9.615000000000000568e+01 4.751409943441168072e-19
2.975000000000000000e+01 -9.609999999999999432e+01 4.700181285323597765e-19
2.975000000000000000e+01 -9.604999999999999716e+01 4.599181094402846426e-19
2.975000000000000000e+01 -9.600000000000000000e+01 4.452518478507337706e-19
2.975000000000000000e+01 -9.595000000000000284e+01 4.228016072820879185e-19
2.975000000000000000e+01 -9.590000000000000568e+01 4.522187807737676161e-19
2.975000000000000000e+01 -9.584999999999999432e+01 4.061939016057556139e-19
2.975000000000000000e+01 -9.579999999999999716e+01 3.504873171717233698e-19
2.975000000000000000e+01 -9.575000000000000000e+01 3.072822504307898362e-19
2.975000000000000000e+01 -9.570000000000000284e+01 2.605384977449184808e-19
2.975000000000000000e+01 -9.565000000000000568e+01 2.480370576550835527e-19
2.975000000000000000e+01 -9.515000000000000568e+01 3.012664304927272110e-19
2.975000000000000000e+01 -9.509999999999999432e+01 3.536168123366634864e-19
2.975000000000000000e+01 -9.504999999999999716e+01 4.497751429261012270e-19
2.975000000000000000e+01 -9.500000000000000000e+01 5.709803124599338834e-19
2.975000000000000000e+01 -9.495000000000000284e+01 6.547843449015371651e-19
2.975000000000000000e+01 -9.490000000000000568e+01 7.196239440289709515e-19
2.975000000000000000e+01 -9.484999999999999432e+01 7.990206887000326552e-19
2.975000000000000000e+01 -9.479999999999999716e+01 8.101850394189511413e-19
2.975000000000000000e+01 -9.475000000000000000e+01 8.759491009986943277e-19
2.975000000000000000e+01 -9.470000000000000284e+01 8.419528748071067705e-19
2.975000000000000000e+01 -9.465000000000000568e+01 8.113982512685833414e-19
2.975000000000000000e+01 -9.459999999999999432e+01 7.667395567654462104e-19
2.975000000000000000e+01 -9.454999999999999716e+01 7.273964297126278238e-19
2.975000000000000000e+01 -9.450000000000000000e+01 6.802200203936316500e-19
2.975000000000000000e+01 -9.445000000000000284e+01 5.907583647160239282e-19
2.975000000000000000e+01 -9.440000000000000568e+01 5.087530829628299529e-19
2.975000000000000000e+01 -9.434999999999999432e+01 4.191920514511759083e-19
2.975000000000000000e+01 -9.429999999999999716e+01 3.380148571822025561e-19
2.975000000000000000e+01 -9.425000000000000000e+01 3.045458985859796808e-19
2.975000000000000000e+01 -9.420000000000000284e+01 2.712320670146004481e-19
2.975000000000000000e+01 -9.415000000000000568e+01 2.641221025898606667e-19
2.975000000000000000e+01 -9.409999999999999432e+01 2.565023696695049780e-19
2.975000000000000000e+01 -9.404999999999999716e+01 2.470264776459209172e-19
2.975000000000000000e+01 -9.400000000000000000e+01 2.510076653255604681e-19
2.980000000000000071e+01 -9.800000000000000000e+01 1.092182519245941699e-18
2.980000000000000071e+01 -9.795000000000000284e+01 1.109068896066643059e-18
2.980000000000000071e+01 -9.790000000000000568e+01 9.576893301404124546e-19
2.980000000000000071e+01 -9.784999999999999432e+01 9.170189900397189325e-19
2.980000000000000071e+01 -9.779999999999999716e+01 8.697678138141267159e-19
2.980000000000000071e+01 -9.775000000000000000e+01 8.897511562104765350e-19
2.980000000000000071e+01 -9.770000000000000284e+01 8.337902533674730884e-19
2.980000000000000071e+01 -9.765000000000000568e+01 7.835127318250227525e-19
2.980000000000000071e+01 -9.759999999999999432e+01 8.001836591906008605e-19
2.980000000000000071e+01 -9.754999999999999716e+01 6.845087191180446611e-19
2.980000000000000071e+01 -9.750000000000000000e+01 9.833104162941566200e-19
2.980000000000000071e+01 -9.745000000000000284e+01 9.709186915162512957e-19
2.980000000000000071e+01 -9.740000000000000568e+01 8.460179917790243001e-19
2.980000000000000071e+01 -9.734999999999999432e+01 7.442121824445536668e-19
2.980000000000000071e+01 -9.729999999999999716e+01 7.045470675112942979e-19
2.980000000000000071e+01 -9.725000000000000000e+01 6.598879774530826099e-19
2.980000000000000071e+01 -9.720000000000000284e+01 6.546179631910201786e-19
2.980000000000000071e+01 -9.715000000000000568e+01 6.742572987438067371e-19
2.980000000000000071e+01 -9.709999999999999432e+01 6.082689214912785858e-19
2.980000000000000071e+01 -9.704999999999999716e+01 6.360302208176340493e-19
2.980000000000000071e+01 -9.700000000000000000e+01 8.029476300863366243e-19
2.980000000000000071e+01 -9.695000000000000284e+01 7.518703752809742471e-19
2.980000000000000071e+01 -9.690000000000000568e+01 7.458879762881405157e-19
2.980000000000000071e+01 -9.684999999999999432e+01 5.999276230053615190e-19
2.980000000000000071e+01 -9.679999999999999716e+01 5.685111528178049577e-19
2.980000000000000071e+01 -9.675000000000000000e+01 4.097832641274947956e-19
2.980000000000000071e+01 -9.670000000000000284e+01 4.149056505884831180e-19
2.980000000000000071e+01 -9.665000000000000568e+01 5.061257345606526902e-19
2.980000000000000071e+01 -9.659999999999999432e+01 6.815647505270151949e-19
2.980000000000000071e+01 -9.654999999999999716e+01 5.269925200358082724e-19
2.980000000000000071e+01 -9.650000000000000000e+01 6.547902451932117719e-19
2.980000000000000071e+01 -9.645000000000000284e+01 6.596654378114253417e-19
2.980000000000000071e+01 -9.640000000000000568e+01 6.064190059490823052e-19
2.980000000000000071e+01 -9.634999999999999432e+01 5.965060954907060631e-19
2.980000000000000071e+01 -9.629999999999999716e+01 6.027708752369185095e-19
2.980000000000000071e+01 -9.625000000000000000e+01 6.243243595139880547e-19
2.980000000000000071e+01 -9.620000000000000284e+01 5.701554078279481214e-19
2.980000000000000071e+01 -9.615000000000000568e+01 4.643436865790647495e-19
2.980000000000000071e+01 -9.609999999999999432e+01 4.823557078665575867e-19
2.980000000000000071e+01 -9.604999999999999716e+01 4.474858195175011352e-19
2.980000000000000071e+01 -9.600000000000000000e+01 4.245138800361812341e-19
2.980000000000000071e+01 -9.595000000000000284e+01 4.800536931269083694e-19
2.980000000000000071e+01 -9.590000000000000568e+01 4.427186026931911719e-19
2.980000000000000071e+01 -9.584999999999999432e+01 4.134729782912732351e-19
2.980000000000000071e+01 -9.579999999999999716e+01 3.699548661445007689e-19
2.980000000000000071e+01 -9.575000000000000000e+01 3.335458909237318673e-19
2.980000000000000071e+01 -9.570000000000000284e+01 2.906737663815910309e-19
2.980000000000000071e+01 -9.565000000000000568e+01 2.451313519380004082e-19
2.980000000000000071e+01 -9.515000000000000568e+01 4.318227210560090107e-19
2.980000000000000071e+01 -9.509999999999999432e+01 5.452344718912549781e-19
2.980000000000000071e+01 -9.504999999999999716e+01 6.821713163027757942e-19
2.980000000000000071e+01 -9.500000000000000000e+01 8.181676602577909328e-19
2.980000000000000071e+01 -9.495000000000000284e+01 8.548806810203128591e-19
2.980000000000000071e+01 -9.490000000000000568e+01 8.940184368709627502e-19
2.980000000000000071e+01 -9.484999999999999432e+01 9.315646480023067835e-19
2.980000000000000071e+01 -9.479999999999999716e+01 9.206730396906413977e-19
2.980000000000000071e+01 -9.475000000000000000e+01 9.604036164827355122e-19
2.980000000000000071e+01 -9.470000000000000284e+01 9.171029143086772300e-19
2.980000000000000071e+01 -9.465000000000000568e+01 9.105704439410123898e-19
2.980000000000000071e+01 -9.459999999999999432e+01 8.714575579114406677e-19
2.980000000000000071e+01 -9.454999999999999716e+01 8.280217325023712272e-19
2.980000000000000071e+01 -9.450000000000000000e+01 7.912828383371244210e-19
2.980000000000000071e+01 -9.445000000000000284e+01 6.982851763979880857e-19
2.980000000000000071e+01 -9.440000000000000568e+01 5.981789990215615951e-19
2.980000000000000071e+01 -9.434999999999999432e+01 4.873901933973146608e-19
2.980000000000000071e+01 -9.429999999999999716e+01 3.827088787872181148e-19
2.980000000000000071e+01 -9.425000000000000000e+01 2.925288604850011800e-19
2.980000000000000071e+01 -9.420000000000000284e+01 3.092536663738788382e-19
2.980000000000000071e+01 -9.415000000000000568e+01 3.341870419838426035e-19
2.980000000000000071e+01 -9.409999999999999432e+01 3.542393299869390902e-19
2.980000000000000071e+01 -9.404999999999999716e+01 3.635303980216697771e-19
2.980000000000000071e+01 -9.400000000000000000e+01 3.919550609151546039e-19
2.985000000000000142e+01 -9.800000000000000000e+01 1.365128162985822630e-18
2.985000000000000142e+01 -9.795000000000000284e+01 1.136980749749760606e-18
2.985000000000000142e+01 -9.790000000000000568e+01 1.036126177685771890e-18
2.985000000000000142e+01 -9.784999999999999432e+01 9.451650484970826024e-19
2.985000000000000142e+01 -9.779999999999999716e+01 1.036847355711397653e-18
2.985000000000000142e+01 -9.775000000000000000e+01 9.812054403798299202e-19
2.985000000000000142e+01 -9.770000000000000284e+01 1.018221467935681159e-18
2.985000000000000142e+01 -9.765000000000000568e+01 9.127249766851649962e-19
2.985000000000000142e+01 -9.759999999999999432e+01 7.470832069457559239e-19
2.985000000000000142e+01 -9.754999999999999716e+01 7.527231148539909583e-19
2.985000000000000142e+01 -9.750000000000000000e+01 7.992646182995622165e-19
2.985000000000000142e+01 -9.745000000000000284e+01 9.688133137510258804e-19
2.985000000000000142e+01 -9.740000000000000568e+01 8.725863980099869486e-19
2.985000000000000142e+01 -9.734999999999999432e+01 8.631145402057527153e-19
2.985000000000000142e+01 -9.729999999999999716e+01 8.506481135117464400e-19
2.985000000000000142e+01 -9.725000000000000000e+01 7.661119243700202313e-19
2.985000000000000142e+01 -9.720000000000000284e+01 7.544378438637328769e-19
2.985000000000000142e+01 -9.715000000000000568e+01 6.119753728757429729e-19
2.985000000000000142e+01 -9.709999999999999432e+01 6.066160696897594383e-19
2.985000000000000142e+01 -9.704999999999999716e+01 5.314830812671702339e-19
2.985000000000000142e+01 -9.700000000000000000e+01 5.923306682428053680e-19
2.985000000000000142e+01 -9.695000000000000284e+01 6.555637857141274751e-19
2.985000000000000142e+01 -9.690000000000000568e+01 6.840185180520458598e-19
2.985000000000000142e+01 -9.684999999999999432e+01 5.910327943583366150e-19
2.985000000000000142e+01 -9.679999999999999716e+01 4.436495298254689994e-19
2.985000000000000142e+01 -9.675000000000000000e+01 4.829363276291675597e-19
2.985000000000000142e+01 -9.670000000000000284e+01 6.118249966108178339e-19
2.985000000000000142e+01 -9.665000000000000568e+01 7.536747356671250495e-19
2.985000000000000142e+01 -9.659999999999999432e+01 4.617967309349143823e-19
2.985000000000000142e+01 -9.654999999999999716e+01 6.278013222354193655e-19
2.985000000000000142e+01 -9.650000000000000000e+01 7.894199084608234899e-19
2.985000000000000142e+01 -9.645000000000000284e+01 6.691352045944148722e-19
2.985000000000000142e+01 -9.640000000000000568e+01 6.367393549518703579e-19
2.985000000000000142e+01 -9.634999999999999432e+01 6.251850111801915165e-19
2.985000000000000142e+01 -9.629999999999999716e+01 6.226901900053902084e-19
2.985000000000000142e+01 -9.625000000000000000e+01 6.088644642104832178e-19
2.985000000000000142e+01 -9.620000000000000284e+01 5.513864851952748796e-19
2.985000000000000142e+01 -9.615000000000000568e+01 4.403940499992067469e-19
2.985000000000000142e+01 -9.609999999999999432e+01 4.150023267943850659e-19
2.985000000000000142e+01 -9.604999999999999716e+01 4.296510360704940178e-19
2.985000000000000142e+01 -9.600000000000000000e+01 4.815496056284001985e-19
2.985000000000000142e+01 -9.595000000000000284e+01 4.889693042422228368e-19
2.985000000000000142e+01 -9.590000000000000568e+01 4.558939739352443833e-19
2.985000000000000142e+01 -9.584999999999999432e+01 4.264994387830790734e-19
2.985000000000000142e+01 -9.579999999999999716e+01 3.870307051291416716e-19
2.985000000000000142e+01 -9.575000000000000000e+01 3.472252330134079753e-19
2.985000000000000142e+01 -9.570000000000000284e+01 3.082286709980925730e-19
2.985000000000000142e+01 -9.565000000000000568e+01 2.903589243995433601e-19
2.985000000000000142e+01 -9.515000000000000568e+01 5.416675212784387653e-19
2.985000000000000142e+01 -9.509999999999999432e+01 6.587507171075781577e-19
2.985000000000000142e+01 -9.504999999999999716e+01 9.041569477323162488e-19
2.985000000000000142e+01 -9.500000000000000000e+01 1.067581034802679837e-18
2.985000000000000142e+01 -9.495000000000000284e+01 1.060450648007784168e-18
2.985000000000000142e+01 -9.490000000000000568e+01 1.143003456077850889e-18
2.985000000000000142e+01 -9.484999999999999432e+01 1.083583952017346764e-18
2.985000000000000142e+01 -9.479999999999999716e+01 1.026628151762533124e-18
2.985000000000000142e+01 -9.475000000000000000e+01 1.027040452703907283e-18
2.985000000000000142e+01 -9.470000000000000284e+01 1.025756589270625257e-18
2.985000000000000142e+01 -9.465000000000000568e+01 9.681013159782137921e-19
2.985000000000000142e+01 -9.459999999999999432e+01 9.714086410273160118e-19
2.985000000000000142e+01 -9.454999999999999716e+01 9.491414725430750626e-19
2.985000000000000142e+01 -9.450000000000000000e+01 9.120329389770388560e-19
2.985000000000000142e+01 -9.445000000000000284e+01 7.947752736171979528e-19
2.985000000000000142e+01 -9.440000000000000568e+01 6.875070691299548237e-19
2.985000000000000142e+01 -9.434999999999999432e+01 5.396851852098900067e-19
2.985000000000000142e+01 -9.429999999999999716e+01 4.336451433025280421e-19
2.985000000000000142e+01 -9.425000000000000000e+01 3.071214997485616483e-19
2.985000000000000142e+01 -9.420000000000000284e+01 3.488709440265427290e-19
2.985000000000000142e+01 -9.415000000000000568e+01 4.040086236041486702e-19
2.985000000000000142e+01 -9.409999999999999432e+01 4.560832237510990538e-19
2.985000000000000142e+01 -9.404999999999999716e+01 4.885498691138798390e-19
2.985000000000000142e+01 -9.400000000000000000e+01 5.419415970967739227e-19
2.989999999999999858e+01 -9.800000000000000000e+01 1.427045002756770519e-18
2.989999999999999858e+01 -9.795000000000000284e+01 1.388852846891977170e-18
2.989999999999999858e+01 -9.790000000000000568e+01 1.028645631354632169e-18
2.989999999999999858e+01 -9.784999999999999432e+01 1.034141276278086347e-18
2.989999999999999858e+01 -9.779999999999999716e+01 1.134888392989103308e-18
2.989999999999999858e+01 -9.775000000000000000e+01 1.031035471740358599e-18
2.989999999999999858e+01 -9.770000000000000284e+01 9.917686802689164944e-19
2.989999999999999858e+01 -9.765000000000000568e+01 7.967649119724410240e-19
2.989999999999999858e+01 -9.759999999999999432e+01 8.556312910779868869e-19
2.989999999999999858e+01 -9.754999999999999716e+01 7.800582178569166496e-19
2.989999999999999858e+01 -9.750000000000000000e+01 9.034760101292005266e-19
2.989999999999999858e+01 -9.745000000000000284e+01 9.572688681315368586e-19
2.989999999999999858e+01 -9.740000000000000568e+01 9.501644611513257578e-19
2.989999999999999858e+01 -9.734999999999999432e+01 8.182168806619080265e-19
2.989999999999999858e+01 -9.729999999999999716e+01 9.469757001518213718e-19
2.989999999999999858e+01 -9.725000000000000000e+01 8.266636210828155920e-19
2.989999999999999858e+01 -9.720000000000000284e+01 7.280138284651024841e-19
2.989999999999999858e+01 -9.715000000000000568e+01 6.980339114617076231e-19
2.989999999999999858e+01 -9.709999999999999432e+01 7.375914158354671894e-19
2.989999999999999858e+01 -9.704999999999999716e+01 7.247093621440124351e-19
2.989999999999999858e+01 -9.700000000000000000e+01 5.842400151733448516e-19
2.989999999999999858e+01 -9.695000000000000284e+01 6.210239289761952484e-19
2.989999999999999858e+01 -9.690000000000000568e+01 4.914310202701469102e-19
2.989999999999999858e+01 -9.684999999999999432e+01 4.727401324338291553e-19
2.989999999999999858e+01 -9.679999999999999716e+01 5.464322166920545423e-19
2.989999999999999858e+01 -9.675000000000000000e+01 6.721563222030700442e-19
